timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,50024.83570765056,50031.8014326039,49978.43932099448,50018.05076034569,4.056284903397198,202887.46419654496
2024-01-01 00:01:00,50017.922492592006,50023.58896444272,49993.76778502273,50014.867497961466,7.0254049420312,351374.6972952141
2024-01-01 00:02:00,50050.30691949704,50069.037316413145,50032.592540760736,50044.33310888659,4.603626305395364,230385.40833603847
2024-01-01 00:03:00,50126.458412317435,50139.15427722217,50123.46503409894,50127.5625927869,5.181138529435279,259717.84593616682
2024-01-01 00:04:00,50114.750743581266,50156.52418240742,50094.26749704913,50126.72252889589,6.434781213275435,322554.49241200974
2024-01-01 00:05:00,50103.043895733805,50116.12758224901,50081.45075529496,50095.33347416239,4.882073186302119,244569.08431307116
2024-01-01 00:06:00,50182.00453650917,50231.99449774481,50158.41804054022,50192.012741486855,1.364304283340282,68477.17797268053
2024-01-01 00:07:00,50220.376272966816,50251.548803306076,50205.12530700004,50212.55955224335,7.0811750091070955,355563.9218446474
2024-01-01 00:08:00,50196.90255367007,50201.533543548976,50186.89876977105,50188.4262815451,7.509857659830103,376907.9375452799
2024-01-01 00:09:00,50224.03055584937,50275.55418272913,50218.78641336044,50232.2165020328,1.3377678167991132,67199.04260290481
2024-01-01 00:10:00,50200.859671208746,50226.13803351921,50195.47376669138,50210.07903498882,2.913417588676924,146282.9273893949
2024-01-01 00:11:00,50177.573183530236,50195.04924716488,50143.11831703715,50186.08728289786,9.047759234971021,454071.63468090084
2024-01-01 00:12:00,50189.671297108536,50201.39585099416,50153.45864000356,50176.51332302635,5.464069357007824,274167.9488898431
2024-01-01 00:13:00,50094.007284875646,50114.93428558939,50081.28897811214,50089.347775094924,5.00710254654073,250802.50079924203
2024-01-01 00:14:00,50007.761393249995,50026.450710647965,49945.89687975109,50015.991279170026,4.147233185900859,207427.97885870188
2024-01-01 00:15:00,49979.647016787945,49981.49271537904,49966.834130387746,49980.062435193584,2.9385946982867313,146871.14649209968
2024-01-01 00:16:00,49929.00546077122,49955.79086708093,49890.81495031502,49918.268532309245,4.611164715387233,230181.3585094092
2024-01-01 00:17:00,49944.717827400986,49979.6381751224,49930.981064735686,49949.30100679224,6.948845478331422,347089.9744468634
2024-01-01 00:18:00,49899.31662362492,49918.490698207796,49880.19023094559,49892.16855103501,4.9686440812380015,247896.42797122884
2024-01-01 00:19:00,49828.70143855816,49883.0660315474,49817.82757769591,49846.64668704208,6.220568171786097,310074.4638516808
2024-01-01 00:20:00,49901.98387700423,49961.69784998864,49881.9729104902,49917.432291628415,8.531414297013125,425866.2955229833
2024-01-01 00:21:00,49890.69506197991,49900.83581918964,49875.83111508141,49896.73603624346,3.839043639107614,191555.74709217213
2024-01-01 00:22:00,49894.07147221431,49910.66039518683,49887.892242797614,49907.681539262005,5.605749801316883,279769.9758729043
2024-01-01 00:23:00,49822.83406290364,49830.20838384146,49814.398870599805,49823.48197640487,7.0087871218713556,349202.1788430161
2024-01-01 00:24:00,49795.61492667738,49821.95900858732,49773.67027096409,49803.26930162113,3.134192733066807,156093.04472811014
2024-01-01 00:25:00,49801.16105616287,49843.44184026804,49796.52077937472,49815.938259115894,5.35610565613161,266819.4286751537
2024-01-01 00:26:00,49743.61137729175,49783.53789198764,49722.71743392439,49746.0663641097,8.744649049252722,435011.8919349747
